,tile_name,tile_path,tile_dimensions,NW_coordinates_lonlat_tile,SE_coordinates_lonlat_tile
101,m_4210521_nw_13_060_20190710,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4210521_nw_13_060_20190710.tif,"[10789, 11060, 4]","[-105.50298008134476, 42.752076249008304]","[-105.4346303533335, 42.6854014261685]"
102,m_2909208_sw_15_060_20190706,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_2909208_sw_15_060_20190706.tif,"[12010, 12197, 4]","[-92.12867316224226, 29.941157007688062]","[-92.0582740816827, 29.87183734891143]"
103,m_4110930_sw_12_060_20190723,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4110930_sw_12_060_20190723.tif,"[11147, 11574, 4]","[-109.3790088962101, 41.56525078607106]","[-109.30842981610296, 41.49727580751112]"
104,m_3209716_sw_14_060_20181120,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3209716_sw_14_060_20181120.tif,"[11525, 11746, 4]","[-97.12797212731564, 32.8148498314017]","[-97.05945537101879, 32.7476223218602]"
105,m_4209432_se_15_060_20190806,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4209432_se_15_060_20190806.tif,"[11252, 11556, 4]","[-94.06676151739325, 42.56628753360212]","[-93.99530329566248, 42.496709303165694]"
106,m_3308812_ne_16_060_20181128,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3308812_ne_16_060_20181128.tif,"[11341, 11545, 4]","[-88.56531841388163, 33.877192660500796]","[-88.4972397532266, 33.810317053100576]"
107,m_3508057_nw_17_060_20181103,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3508057_nw_17_060_20181103.tif,"[11477, 11678, 4]","[-81.003291971222, 35.12772176244319]","[-80.93415719264307, 35.05977702330028]"
108,m_3809845_sw_14_060_20190712,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3809845_sw_14_060_20190712.tif,"[11475, 11776, 4]","[-98.50387531230184, 38.316000041830264]","[-98.43306172294008, 38.246996634243274]"
109,m_3508041_sw_17_060_20181103,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3508041_sw_17_060_20181103.tif,"[11466, 11669, 4]","[-81.003299555359, 35.31521997055086]","[-80.93415259373523, 35.247276028571385]"
110,m_3009439_sw_15_060_20181115,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3009439_sw_15_060_20181115.tif,"[11460, 11602, 4]","[-94.25238918728476, 30.439476638408824]","[-94.18512715527923, 30.37303791547534]"
111,m_3209714_sw_14_060_20181120,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3209714_sw_14_060_20181120.tif,"[11471, 11667, 4]","[-97.37777417681045, 32.814716313500654]","[-97.30969225265162, 32.74777823103007]"
112,m_4307560_nw_18_060_20190826,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4307560_nw_18_060_20190826.tif,"[10777, 11080, 4]","[-75.62812075826827, 43.12715639574339]","[-75.55944404971136, 43.0603579291481]"
113,m_3109129_sw_15_060_20190725,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3109129_sw_15_060_20190725.tif,"[12052, 12304, 4]","[-91.50419955123647, 31.56649435948942]","[-91.43274483523058, 31.496503236788694]"
114,m_3907513_se_18_060_20190726,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3907513_se_18_060_20190726.tif,"[10959, 11184, 4]","[-75.44025546695383, 39.81453940325368]","[-75.37232781815811, 39.74797844684633]"
115,m_4610209_ne_13_060_20190729,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4610209_ne_13_060_20190729.tif,"[10913, 11590, 4]","[-102.94260138985831, 46.877989567928395]","[-102.86984534043366, 46.8094837424627]"
116,m_4007203_ne_18_060_20190811,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4007203_ne_18_060_20190811.tif,"[11330, 11840, 4]","[-72.69214081965113, 41.00313429673221]","[-72.62029497692112, 40.93438342653301]"
117,m_4007829_se_17_060_20190922,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4007829_se_17_060_20190922.tif,"[11802, 12266, 4]","[-78.443029272369, 40.56716330990085]","[-78.36889447472336, 40.49583312261865]"
118,m_3907513_se_18_060_20191019,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3907513_se_18_060_20191019.tif,"[11348, 11499, 4]","[-75.440916234902, 39.815927125879384]","[-75.37113872709726, 39.74706598645858]"
119,m_3809846_ne_14_060_20190712,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3809846_ne_14_060_20190712.tif,"[11342, 11664, 4]","[-98.31603548763387, 38.3780974326436]","[-98.24589846269, 38.30989679816804]"
120,m_3009353_ne_15_060_20190901,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3009353_ne_15_060_20190901.tif,"[11714, 11877, 4]","[-93.44039977476598, 30.252902883466597]","[-93.37164316074802, 30.18508996497617]"
121,m_3311710_nw_11_060_20180822,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3311710_nw_11_060_20180822.tif,"[11229, 11383, 4]","[-117.87728463406957, 33.87681747583604]","[-117.81024357244527, 33.810683488846266]"
122,m_4108926_ne_16_060_20190801,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4108926_ne_16_060_20190801.tif,"[11379, 12051, 4]","[-89.8183988194937, 41.629281082775826]","[-89.74366400639568, 41.5587140534456]"
123,m_2808138_sw_17_060_20191130,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_2808138_sw_17_060_20191130.tif,"[11573, 11674, 4]","[-81.37727976563137, 28.439471701289268]","[-81.31024269164496, 28.373014661953132]"
124,m_4606816_ne_19_060_20180811,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4606816_ne_19_060_20180811.tif,"[10848, 11430, 4]","[-68.06704771525762, 46.87825089908373]","[-67.99486015281441, 46.809739350407426]"
125,m_3910403_se_13_060_20190912,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3910403_se_13_060_20190912.tif,"[10960, 11188, 4]","[-104.6901186087639, 39.93949340730166]","[-104.62226516802367, 39.873022873908255]"
126,m_2909230_sw_15_060_20190706,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_2909230_sw_15_060_20190706.tif,"[11981, 12150, 4]","[-92.3784955498153, 29.566028248733964]","[-92.30845739216629, 29.496964364575994]"
127,m_4108757_ne_16_060_20190809,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4108757_ne_16_060_20190809.tif,"[11149, 11553, 4]","[-87.9414838229112, 41.128211723965386]","[-87.87056944083373, 41.05977738087333]"
128,m_4108135_ne_17_060_20191012,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4108135_ne_17_060_20191012.tif,"[10888, 11178, 4]","[-81.69059712312581, 41.50216498592092]","[-81.6219665080308, 41.43531507033181]"
129,m_3510022_nw_14_060_20180930,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3510022_nw_14_060_20180930.tif,"[11199, 11426, 4]","[-100.37777143557726, 35.752101738372744]","[-100.30975173185055, 35.68543349834372]"
130,m_4007451_sw_18_060_20191014,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4007451_sw_18_060_20191014.tif,"[11305, 11610, 4]","[-74.75375268909865, 40.190859773299806]","[-74.68317267405598, 40.12213408719056]"
131,m_4211327_sw_12_060_20190718,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4211327_sw_12_060_20190718.tif,"[11107, 11709, 4]","[-113.75527085852087, 42.565865426924944]","[-113.68228804217577, 42.49663522891259]"
132,m_4610009_ne_14_060_20190819,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4610009_ne_14_060_20190819.tif,"[10658, 11303, 4]","[-100.94248029507136, 46.87786380790249]","[-100.87011420978851, 46.8096276221956]"
133,m_2809836_se_14_060_20180517,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_2809836_se_14_060_20180517.tif,"[11452, 11537, 4]","[-98.56432462446047, 28.439073435056127]","[-98.49813640244945, 28.373372903654577]"
134,m_3809843_nw_14_060_20190712,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3809843_nw_14_060_20190712.tif,"[11233, 11670, 4]","[-98.75364736563527, 38.377857916894826]","[-98.68328910061598, 38.310134544481016]"
135,m_3609551_se_15_060_20190903,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3609551_se_15_060_20190903.tif,"[11921, 12221, 4]","[-95.69256786461912, 36.19214395553822]","[-95.61948148066047, 36.12085183632487]"
136,m_3511953_ne_11_060_20180713,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3511953_ne_11_060_20180713.tif,"[11391, 11699, 4]","[-119.44107621815586, 35.252630944220535]","[-119.37147046158074, 35.18485785759114]"
137,m_3609059_sw_15_060_20190815,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3609059_sw_15_060_20190815.tif,"[11976, 12402, 4]","[-90.75518916196732, 36.0669561193267]","[-90.68174855103354, 35.9960383452817]"
138,m_3811528_nw_11_060_20190817,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3811528_nw_11_060_20190817.tif,"[11269, 11581, 4]","[-115.62849697298536, 38.62757901103964]","[-115.55893963924174, 38.55989576089948]"
139,m_3008455_sw_16_060_20191129,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3008455_sw_16_060_20191129.tif,"[11949, 12201, 4]","[-84.25387312425786, 30.190652099151897]","[-84.18358921230158, 30.121819953245858]"
140,m_4209333_nw_15_060_20191007,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4209333_nw_15_060_20191007.tif,"[11043, 11649, 4]","[-94.00467750540707, 42.5032575075137]","[-93.93239019722192, 42.43473102597348]"
141,m_3311805_se_11_060_20180723,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3311805_se_11_060_20180723.tif,"[11320, 11515, 4]","[-118.44019849125814, 33.93963009957366]","[-118.37229025707147, 33.872871952729916]"
142,m_4208346_sw_17_060_20180707,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4208346_sw_17_060_20180707.tif,"[11433, 12079, 4]","[-83.38110049152124, 42.31705443755135]","[-83.30596730652131, 42.24593980177397]"
143,m_3208638_sw_16_060_20190918,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3208638_sw_16_060_20190918.tif,"[11437, 11603, 4]","[-86.37757706060893, 32.43962904961766]","[-86.30985553280937, 32.37287647317258]"
144,m_4208757_se_16_060_20190809,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4208757_se_16_060_20190809.tif,"[11269, 11541, 4]","[-87.94158215933939, 42.066210374301036]","[-87.87047515413245, 41.99677937476275]"
145,m_3509846_sw_14_060_20190629,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3509846_sw_14_060_20190629.tif,"[11678, 11936, 4]","[-98.37879505340769, 35.31605619667477]","[-98.30814328556477, 35.2469317146386]"
146,m_3309140_se_15_060_20190903,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3309140_se_15_060_20190903.tif,"[12056, 12216, 4]","[-91.0666752216979, 33.44173207210586]","[-90.99527113719581, 33.371263284658234]"
147,m_3408548_sw_16_060_20190909,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3408548_sw_16_060_20190909.tif,"[11595, 11880, 4]","[-85.12862597967288, 34.31532589015915]","[-85.05883618384452, 34.24721048542525]"
148,m_4109329_sw_15_060_20190822,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4109329_sw_15_060_20190822.tif,"[11222, 11579, 4]","[-93.50410041856223, 41.565967956650326]","[-93.43296315488769, 41.49702416362113]"
149,m_4208303_nw_17_060_20180703,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4208303_nw_17_060_20180703.tif,"[11248, 12123, 4]","[-83.75655226703756, 43.00427646918369]","[-83.68050846341687, 42.93372172084827]"
150,m_3808244_nw_17_060_20181022,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3808244_nw_17_060_20181022.tif,"[11418, 11993, 4]","[-82.62987419752253, 38.37859632981981]","[-82.55718371650167, 38.30939125795397]"
151,m_2909029_nw_15_060_20190707,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_2909029_nw_15_060_20190707.tif,"[12147, 12581, 4]","[-90.5046856548429, 29.62895938298199]","[-90.43226509331329, 29.559037273257132]"
152,m_2909007_sw_15_060_20190707,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_2909007_sw_15_060_20190707.tif,"[12368, 12658, 4]","[-90.25490223195423, 29.94209129426709]","[-90.18204512874969, 29.870903509220827]"
153,m_3909229_se_15_060_20181018,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3909229_se_15_060_20181018.tif,"[11328, 11661, 4]","[-92.44151643633215, 39.565536642123156]","[-92.37092268979663, 39.4969589948669]"
154,m_4810241_se_13_060_20180815,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4810241_se_13_060_20180815.tif,"[10686, 11363, 4]","[-102.94213983672546, 48.31503295615693]","[-102.8702523250262, 48.247428831662425]"
155,m_3209456_se_15_060_20190907,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3209456_se_15_060_20190907.tif,"[11896, 11959, 4]","[-94.06593773418018, 32.191233279348936]","[-93.99610103056949, 32.121764506188775]"
156,m_3008824_ne_16_060_20191115,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3008824_ne_16_060_20191115.tif,"[11570, 11724, 4]","[-88.06530486981633, 30.752347335169283]","[-87.99724663617712, 30.685183153221665]"
157,m_4108624_se_16_060_20180708,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4108624_se_16_060_20180708.tif,"[11378, 11650, 4]","[-86.06654385988203, 41.691247178137395]","[-85.9953809193946, 41.62174586695829]"
158,m_3110613_se_13_060_20190226,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3110613_se_13_060_20190226.tif,"[11419, 11590, 4]","[-106.44007921159044, 31.81456795905445]","[-106.37243836646856, 31.747925179729084]"
159,m_3707949_nw_17_060_20180824,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3707949_nw_17_060_20180824.tif,"[11459, 11954, 4]","[-80.00422937788568, 37.25327416146526]","[-79.93270976784531, 37.184716335660646]"
160,m_3310236_nw_13_060_20180928,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3310236_nw_13_060_20180928.tif,"[11581, 11857, 4]","[-102.62838972375722, 33.502606840471714]","[-102.55907487381356, 33.43490559533443]"
161,m_3610001_se_14_060_20190627,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3610001_se_14_060_20190627.tif,"[11757, 12007, 4]","[-100.94202535551476, 36.94174648960579]","[-100.87002975683906, 36.87125004965647]"
162,m_3608928_nw_16_060_20180802,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3608928_nw_16_060_20180802.tif,"[11690, 12312, 4]","[-89.63053840623274, 36.629138459547335]","[-89.55651342147141, 36.55885350731963]"
163,m_3907748_ne_18_060_20181211,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3907748_ne_18_060_20181211.tif,"[11431, 11926, 4]","[-77.06737379806464, 39.378835868271004]","[-76.99467568173351, 39.30915540959891]"
164,m_3411760_sw_11_060_20180822,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3411760_sw_11_060_20180822.tif,"[11183, 11327, 4]","[-117.62713632737078, 34.06419476986234]","[-117.56039158410744, 33.99829862654866]"
165,m_3611563_nw_11_060_20190706,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3611563_nw_11_060_20190706.tif,"[11483, 11787, 4]","[-115.25363793802397, 36.12775948910036]","[-115.18378173003221, 36.05970510422327]"
166,m_4309220_ne_15_060_20190924,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4309220_ne_15_060_20190924.tif,"[10950, 11355, 4]","[-92.56618750348652, 43.75296512441196]","[-92.49573469416244, 43.685025384294875]"
167,m_2909748_nw_14_060_20181102,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_2909748_nw_14_060_20181102.tif,"[11670, 11830, 4]","[-97.12771850951532, 29.377269689008997]","[-97.05971385238878, 29.31018486831329]"
168,m_4107248_nw_18_060_20180930,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4107248_nw_18_060_20180930.tif,"[11724, 12419, 4]","[-72.13144698898697, 41.37936408377693]","[-72.05599026907582, 41.30813046101011]"
169,m_4208205_sw_17_060_20180703,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4208205_sw_17_060_20180703.tif,"[11265, 11804, 4]","[-82.50525978991175, 42.941549310892206]","[-82.43179858459693, 42.87144281113231]"
170,m_3812263_sw_10_060_20180723,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3812263_sw_10_060_20180723.tif,"[11021, 11232, 4]","[-122.25240780094134, 38.064283139765955]","[-122.18506181264706, 37.99820239976035]"
171,m_3408229_sw_17_060_20190906,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3408229_sw_17_060_20190906.tif,"[11820, 12132, 4]","[-82.50444336884725, 34.56649437980181]","[-82.43260482897719, 34.49650347198513]"
172,m_4209237_se_15_060_20190827,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4209237_se_15_060_20190827.tif,"[11248, 11485, 4]","[-92.44122612878682, 42.44103483023201]","[-92.37069755826934, 42.37196178664005]"
173,m_4812213_ne_10_060_20190806,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4812213_ne_10_060_20190806.tif,"[10451, 10870, 4]","[-122.44096007981689, 48.87714397929399]","[-122.371493637096, 48.810355468259544]"
174,m_3209714_nw_14_060_20181120,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3209714_nw_14_060_20181120.tif,"[11467, 11671, 4]","[-97.37779276152861, 32.87721887125184]","[-97.30966473920522, 32.81028177579683]"
175,m_4208340_se_17_060_20180706,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4208340_se_17_060_20180706.tif,"[11397, 11848, 4]","[-83.06778931537407, 42.44185795697997]","[-82.99427133105353, 42.371138707438575]"
176,m_3609849_sw_14_060_20190627,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3609849_sw_14_060_20190627.tif,"[11498, 11713, 4]","[-99.00332924045236, 36.190713180585526]","[-98.93361097822435, 36.12227475326009]"
177,m_3308411_se_16_060_20190911,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3308411_se_16_060_20190911.tif,"[11708, 12011, 4]","[-84.69139035790624, 33.81551923584986]","[-84.6210556766404, 33.74695902655934]"
178,m_4308856_se_16_060_20180914,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4308856_se_16_060_20180914.tif,"[11105, 11584, 4]","[-88.0673185899406, 43.19079521320755]","[-87.9952481696107, 43.12170517199688]"
179,m_4308318_sw_17_060_20180703,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4308318_sw_17_060_20180703.tif,"[11393, 12174, 4]","[-83.88184487606632, 43.69234890822022]","[-83.8052205746005, 43.62064069805849]"
180,m_3609734_sw_14_060_20190624,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3609734_sw_14_060_20190624.tif,"[11718, 12045, 4]","[-97.87928380904769, 36.44133968292023]","[-97.80765184537421, 36.3716525591771]"
181,m_3309741_ne_14_060_20181115,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3309741_ne_14_060_20181115.tif,"[11334, 11511, 4]","[-97.93993307804598, 33.3769150934833]","[-97.87251960198444, 33.31053829728821]"
182,m_4810103_ne_14_060_20190715,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4810103_ne_14_060_20190715.tif,"[10575, 11445, 4]","[-101.69367878929226, 49.00333035324562]","[-101.61884995781449, 48.93419018686621]"
183,m_3009612_nw_14_060_20181102,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3009612_nw_14_060_20181102.tif,"[11699, 11914, 4]","[-96.62815869653276, 30.877562079311538]","[-96.55930058293924, 30.80994668328895]"
